insurance is important for bad drivers
Moved 461.3765 356.2503 473 -0.008679776 0.2186213
Moved 461.4072 418.0999 473 0.1344904 0.2186213
Moved 461.4379 441.2622 465.534 0.188107 0.1994186
Moved 461.4687 455.3516 464 0.2207212 0.1954732
Ended 461.4994 456 463 0.2222222 0.1929011
Accept 461.5608 0 drivers
Began 462.0524 616 494 0.5925925 0.2726337
Stationary 462.083 616 494 0.5925925 0.2726337
Moved 462.1138 644.1187 487.5142 0.6576821 0.255952
Moved 462.1446 671.6862 482.3754 0.7214957 0.2427349
Ended 462.1752 673 482 0.7245371 0.2417695
PhraseEnd 462.2674
